user_id,program_id,listen_ratio,save
U30,68,0.53,no
U300,4126,0.38,no
U300,3887,0.42,no
U300,755,0.65,no
U300,155,0.55,no
U306,230,0.87,yes
U306,4222,0.79,no
U306,4390,0.12,no
U306,652,0.31,no
U306,4682,0.92,no
U306,4363,0.3,no
U306,4380,0.92,no
U306,6139,0.56,no
U306,4232,0.72,yes
U306,4790,0.8,no
U306,4370,0.92,no
U306,4298,0.38,yes
U306,1277,0.18,no
U306,4325,0.83,yes
U306,4268,0.51,no
U306,6787,0.91,no
U306,5871,0.31,no
U306,4850,0.4,no
U306,3770,0.26,no
U306,4188,0.95,yes
U306,4219,0.78,no
U306,4265,0.48,no
U306,4653,0.46,no
U306,4248,0.34,no
U306,6622,0.29,no
U306,6259,0.8,no
U306,651,0.41,no
U306,4232,0.9,yes
U306,933,0.24,no
U306,4565,0.76,no
U306,299,0.26,yes
U306,4189,0.32,no
U306,4516,0.9,no
U306,1727,0.86,no
U306,1704,0.22,no
U306,1950,0.41,no
U306,1038,0.42,no
U306,3635,0.8,no
U306,3689,0.88,no
U306,1022,0.59,no
U306,3629,0.78,no
U306,3613,0.75,no
U306,3685,0.51,no
U306,3634,0.81,yes
U306,97,0.69,no
U306,3646,0.67,no
U306,3613,0.73,no
U306,3687,0.55,no
U306,3618,0.89,no
U306,3721,0.36,no
U306,3634,0.75,no
U306,3668,0.86,no
U306,3630,0.57,no
U306,3675,0.78,no
U306,3634,0.72,no
U306,3673,0.98,no
U306,755,0.74,no
U306,3626,0.72,no
U306,3608,0.46,no
U306,3639,0.67,no
U306,3628,0.3,no
U306,3680,0.25,no
U306,3697,0.32,no
U306,3626,0.93,yes
U306,3610,0.3,no
U306,3725,0.58,yes
U306,638,0.96,yes
U306,157,0.95,yes
U306,47,0.18,no
U306,1220,0.94,no
U306,1337,0.53,no
U306,1488,0.75,no
U307,4801,0.81,no
U307,54,0.73,no
U307,5466,0.69,no
U307,286,0.12,no
U307,4405,0.54,no
U307,4632,0.88,no
U307,713,0.28,no
U307,4589,0.85,no
U307,338,0.25,no
U307,630,0.78,no
U307,6765,0.38,no
U307,4684,0.22,no
U307,4236,0.81,no
U307,4266,0.67,yes
U307,93,0.57,no
U307,6317,0.82,no
U307,4183,0.18,no
U307,6134,0.44,no
U307,4279,0.98,yes
U307,4283,0.48,no
U307,84,0.7,no
U307,1710,0.83,yes
U307,1942,0.4,yes
U307,2089,0.92,yes
U307,1635,0.82,no
U307,1587,0.77,no
U307,1766,0.49,no
U307,3127,0.59,no
U307,3627,0.74,no
U307,223,0.84,no
U307,97,0.81,yes
U307,3643,0.59,no
U307,3619,0.74,no
U307,3663,0.86,no
U307,3634,0.93,yes
U307,3618,0.66,no
U307,3638,0.93,no
U307,3680,0.12,no
U307,3676,0.22,no
U307,3632,0.95,no
U307,990,0.46,no
U307,3630,0.48,no
U307,3609,0.83,no
U307,1038,0.38,no
U307,3639,0.91,yes
U307,949,0.39,no
U307,3626,0.97,no
U307,3646,0.82,no
U307,3620,0.56,no
U307,760,0.69,no
U307,1069,0.15,no
U307,757,0.67,no
U307,781,0.28,no
U307,851,0.88,no
U307,778,0.55,no
U307,755,0.78,yes
U307,1434,0.82,yes
U307,1293,0.72,no
U307,1272,0.58,no
U307,1226,0.72,no
U307,1298,0.49,no
U307,1243,0.12,no
U307,1461,0.3,no
U308,4791,0.16,no
U308,4121,0.48,no
U308,3615,0.66,no
U308,3881,0.32,no
U308,3801,0.34,no
U308,3670,0.82,no
U308,933,0.66,no
U308,3641,0.74,yes
U308,3746,0.29,no
U312,4319,0.27,no
U312,3689,0.37,no
U312,4163,0.96,yes
U312,6418,0.56,no
U312,391,0.11,no
U312,3824,0.33,no
U312,506,0.58,no
U312,5003,0.06,no
U312,1179,0.35,no
U312,4239,0.35,no
U312,6500,0.93,no
U312,4383,0.84,no
U312,4306,0.83,no
U312,455,0.31,no
U312,4410,0.96,yes
U312,4203,0.38,yes
U312,4167,0.27,no
U312,4344,0.74,no
U312,352,0.18,no
U312,4180,0.73,no
U312,4260,0.84,no
U312,326,0.57,no
U312,5593,0.48,no
U312,4422,0.7,no
U312,4563,0.84,yes
U312,4212,0.19,no
U312,4338,0.77,yes
U312,4378,0.22,no
U312,4700,0.78,no
U312,277,0.72,yes
U312,4271,0.84,no
U312,4686,0.16,no
U312,4336,0.66,no
U312,918,0.54,no
U312,4245,0.78,no
U312,39,0.67,no
U312,461,0.75,no
U312,4250,0.93,no
U312,5149,0.8,yes
U312,4379,0.92,yes
U312,3923,0.72,yes
U312,869,0.49,no
U312,4506,0.97,no
U312,1374,0.68,no
U312,387,0.56,no
U312,4829,0.69,no
U312,932,0.89,yes
U312,5861,0.58,no
U312,810,0.39,no
U312,84,0.69,no
U312,1312,0.81,no
U312,4743,0.83,no
U312,127,0.39,no
U312,5262,0.96,no
U312,520,0.85,no
U312,5071,0.8,no
U312,4149,0.74,no
U312,653,0.3,no
U312,4941,0.32,no
U312,5452,0.3,no
U312,1516,0.68,no
U312,4250,0.94,no
U312,4363,0.55,no
U312,4679,0.51,no
U312,4842,0.32,no
U312,4259,0.71,no
U312,5429,0.48,no
U312,4367,0.84,yes
U312,1935,0.95,no
U312,3376,0.55,no
U312,2589,0.91,yes
U312,3543,0.27,no
U312,1326,0.04,no
U312,1750,0.48,no
U312,1728,0.22,no
U312,1740,0.77,no
U312,1616,0.73,no
U312,1915,0.94,no
U312,1753,0.39,no
U312,1732,0.27,no
U312,1662,0.7,no
U312,1583,0.8,no
U312,1933,0.23,no
U312,2490,0.44,no
U312,3986,0.93,no
U312,3981,0.8,yes
U312,4022,0.86,no
U312,4134,0.07,no
U312,3988,0.95,yes
U312,4014,0.34,no
U312,4017,0.15,yes
U312,4126,0.3,no
U312,3658,0.9,no
U312,1117,0.65,no
U312,942,0.83,yes
U312,3673,0.77,no
U312,901,0.26,no
U312,3646,0.71,no
U312,3689,0.71,yes
U312,3617,0.84,no
U312,3610,0.37,no
U312,869,0.34,no
U312,1017,0.36,no
U312,3639,0.66,yes
U312,1038,0.17,no
U312,3664,0.33,no
U312,3708,0.4,yes
U312,3700,0.7,no
U312,3628,0.26,no
U312,3675,0.8,no
U312,595,0.24,no
U312,3664,0.55,no
U312,3674,0.39,no
U312,3612,0.95,yes
U312,3661,0.77,no
U312,3691,0.34,no
U312,821,0.69,no
U312,3632,0.76,no
U312,3631,0.52,no
U312,168,0.96,no
U312,1126,0.4,no
U312,752,0.84,no
U312,756,0.29,no
U312,1071,0.95,no
U312,827,0.66,no
U312,760,0.87,no
U312,755,0.84,no
U312,1035,0.81,no
U312,2,0.6,no
U312,437,0.88,no
U312,6,0.14,no
U312,473,0.85,no
U312,92,0.17,no
U312,317,0.09,no
U312,87,0.54,no
U312,62,0.81,no
U312,220,0.89,no
U312,15,0.27,no
U312,67,0.75,no
U312,21,0.82,no
U312,1227,0.78,yes
U312,1229,0.42,yes
U312,1220,0.76,no
U312,1546,0.81,yes
U312,1228,0.89,yes
U312,1273,0.71,no
U312,1222,0.69,no
U312,1432,0.95,no
U313,4768,0.81,no
U313,4268,0.31,no
U313,4154,0.93,no
U313,5897,0.41,no
U313,4325,0.98,no
U313,4363,0.57,yes
U313,4163,0.92,no
U313,3971,0.44,no
U313,4818,0.94,yes
U313,4187,0.42,no
U313,4816,0.69,no
U313,5199,0.38,no
U313,1722,0.79,no
U313,1634,0.71,no
U313,2893,0.48,no
U313,2567,0.89,yes
U313,900,0.86,no
U313,3981,0.82,no
U313,3631,0.29,no
U313,3846,0.19,no
U313,3920,0.14,yes
U313,3620,0.34,no
U313,933,0.87,no
U313,869,0.48,no
U313,3768,0.18,no
U313,3692,0.31,no
U313,3664,0.36,no
U313,3610,0.54,no
U313,3617,0.91,yes
U313,3681,0.27,no
U313,3676,0.55,no
U313,771,0.41,no
U313,208,0.1,no
U313,242,0.13,no
U313,17,0.1,no
U313,65,0.29,no
U313,53,0.44,yes
U313,1225,0.91,no
U313,1246,0.27,no
U313,1284,0.45,no
U313,1251,0.95,no
U314,4509,0.7,no
U314,4354,0.82,no
U314,541,0.78,no
U314,1700,0.51,no
U314,826,0.68,no
U315,54,0.92,yes
U315,2564,0.76,no
U315,1971,0.4,no
U315,1271,0.94,yes
U315,1226,0.91,no
U318,3610,0.42,no
U318,3643,0.56,no
U318,3620,0.11,no
U318,214,0.89,no
U318,459,0.06,no
U318,215,0.1,no
U319,580,0.76,yes
U319,4380,0.86,yes
U319,1885,0.22,no
U319,2168,0.1,no
U319,3632,0.74,no
U319,3611,0.94,no
U319,3813,0.74,no
U319,933,0.84,no
U319,3816,0.8,no
U319,3674,0.6,no
U319,3627,0.73,no
U319,958,0.73,no
U319,3659,0.7,no
U319,3622,0.7,no
U319,3634,0.93,yes
U319,3689,0.88,no
U319,168,0.95,yes
U319,3703,0.54,no
U319,3608,0.36,yes
U319,356,0.36,no
U319,3634,0.84,yes
U319,3648,0.68,yes
U323,3923,0.71,yes
U323,3628,0.23,no
U323,848,0.94,no
U323,428,0.13,no
U328,4962,0.43,no
U328,260,0.27,no
U328,4635,0.76,yes
U328,4350,0.12,no
U328,645,0.06,no
U328,450,0.73,no
U328,4949,0.8,yes
U328,4337,0.66,no
U328,4923,0.95,no
U328,6865,0.33,no
U328,4642,0.67,no
U328,3941,0.27,no
U328,52,0.32,no
U328,1540,0.18,no
U328,4463,0.79,no
U328,1834,0.69,no
U328,1740,0.66,no
U328,1977,0.79,no
U328,3611,0.7,no
U328,3702,0.7,no
U328,3638,0.8,no
U328,3611,0.89,yes
U328,3822,0.81,no
U328,3702,0.9,no
U328,3696,0.84,no
U328,3613,0.81,yes
U328,3632,0.97,no
U328,3616,0.91,yes
U328,3622,0.68,no
U328,3616,0.65,no
U328,3668,0.66,no
U328,3848,0.86,no
U328,3648,0.7,no
U328,3832,0.24,no
U328,3611,0.78,no
U328,3691,0.44,no
U328,20,0.88,yes
U328,47,0.43,yes
U328,133,0.83,no
U329,5448,0.49,no
U329,494,0.36,no
U329,1364,0.74,no
U329,3923,0.73,no
U329,275,0.91,no
U329,821,0.22,no
U329,4270,0.84,no
U329,4398,0.47,no
U329,4955,0.71,no
U329,6629,0.45,yes
U329,4746,0.39,no
U329,292,0.92,no
U329,4361,0.68,yes
U329,299,0.12,no
U329,3863,0.17,no
U329,4176,0.44,no
U329,4319,0.25,no
U329,5647,0.66,no
U329,43,0.19,no
U329,4412,0.55,no
U329,4281,0.52,no
U329,4869,0.69,yes
U329,81,0.94,yes
U329,4353,0.87,no
U329,560,0.75,no
U329,6795,0.8,no
U329,147,0.41,no
U329,6042,0.74,no
U329,297,0.77,no
U329,4391,0.89,no
U329,5954,0.77,no
U329,4245,0.7,no
U329,4827,0.36,no
U329,506,0.21,no
U329,4146,0.66,no
U329,5850,0.95,no
U329,4917,0.78,no
U329,4532,0.28,no
U329,6777,0.34,no
U329,4402,0.45,no
U329,4624,0.55,no
U329,1540,0.26,no
U329,322,0.44,no
U329,4361,0.97,yes
U329,557,0.47,no
U329,4808,0.36,no
U329,4829,0.69,no
U329,4339,0.23,no
U329,3961,0.5,no
U329,6367,0.06,no
U329,6242,0.13,no
U329,4528,0.2,no
U329,940,0.21,no
U329,4317,0.83,no
U329,4591,0.72,no
U329,387,0.26,no
U329,6215,0.18,no
U329,515,0.72,no
U329,4620,0.29,no
U329,5466,0.66,no
U329,3805,0.15,no
U329,343,0.21,no
U329,4273,0.77,no
U329,4183,0.55,no
U329,4389,0.31,no
U329,3645,0.34,no
U329,4360,0.35,no
U329,442,0.53,no
U329,6102,0.58,no
U329,4832,0.52,no
U329,628,0.78,yes
U329,344,0.77,no
U329,4315,0.95,no
U329,3808,0.67,yes
U329,1017,0.36,no
U329,4643,0.59,no
U329,4360,0.22,no
U329,4963,0.26,no
U329,1034,0.06,no
U329,940,0.4,no
U329,6039,0.57,no
U329,4902,0.39,no
U329,1206,0.56,no
U329,6367,0.37,yes
U329,1594,0.54,no
U329,1846,0.15,no
U329,1683,0.91,no
U329,1840,0.45,no
U329,1671,0.74,no
U329,1525,0.97,no
U329,1929,0.67,no
U329,1913,0.96,no
U329,3993,0.8,no
U329,3983,0.44,yes
U329,3981,0.88,yes
U329,4025,0.6,yes
U329,4020,0.47,no
U329,4049,0.41,no
U329,3990,0.93,no
U329,4009,0.88,no
U329,3980,0.22,no
U329,4094,0.67,no
U329,4018,0.49,no
U329,4019,0.65,no
U329,3669,0.16,no
U329,3699,0.58,no
U329,3650,0.24,no
U329,3615,0.98,yes
U329,3634,0.94,yes
U329,3619,0.84,no
U329,3832,0.16,no
U329,3609,0.93,no
U329,3610,0.36,no
U329,933,0.91,yes
U329,3686,0.72,no
U329,3658,0.9,yes
U329,3670,0.9,no
U329,3636,0.91,yes
U329,3609,0.75,no
U329,3629,0.96,yes
U329,50,0.84,no
U329,3904,0.45,no
U329,3772,0.04,no
U329,3673,0.66,no
U329,3774,0.49,no
U329,3610,0.45,no
U329,950,0.93,yes
U329,3634,0.81,no
U329,3622,0.78,yes
U329,3669,0.21,no
U329,3615,0.82,no
U329,3638,0.71,yes
U329,3627,0.76,no
U329,3670,0.88,no
U329,3696,0.72,no
U329,950,0.94,yes
U329,3634,0.8,no
U329,869,0.23,no
U329,3620,0.56,yes
U329,3851,0.07,no
U329,3645,0.32,no
U329,3661,0.73,no
U329,1090,0.24,no
U329,3626,0.66,no
U329,3612,0.95,yes
U329,3785,0.42,yes
U329,3615,0.69,no
U329,3819,0.77,no
U329,817,0.75,no
U329,3631,0.37,no
U329,3865,0.31,no
U329,3789,0.16,no
U329,772,0.95,no
U329,761,0.94,no
U329,754,0.21,no
U329,785,0.31,no
U329,3,0.7,no
U329,1,0.93,no
U329,218,0.79,yes
U329,51,0.74,yes
U329,124,0.24,no
U329,355,0.42,no
U329,59,0.8,no
U329,45,0.49,no
U329,27,0.86,yes
U329,160,0.4,no
U329,723,0.72,no
U329,10,0.78,no
U329,1289,0.39,no
U329,1222,0.88,yes
U329,1229,0.17,no
U329,1528,0.39,no
U329,1226,0.97,no
U329,1243,0.11,no
U329,1315,0.84,no
U329,1508,0.7,no
U33,628,0.94,no
U33,933,0.42,no
U33,3880,0.78,yes
U33,4156,0.47,yes
U33,4656,0.17,no
U33,473,0.25,no
U33,4559,0.15,no
U33,4214,0.7,no
U33,4267,0.8,no
U33,4373,0.84,no
U33,974,0.9,no
U33,4266,0.79,yes
U33,97,0.68,no
U33,3630,0.41,no
U33,933,0.89,no
U33,3632,0.91,no
U33,3620,0.15,no
U33,3674,0.11,no
U33,356,0.48,no
U33,950,0.92,no
U33,1237,0.54,yes
U33,1264,0.81,no
U33,1374,0.14,no
U33,1291,0.26,no
U33,1236,0.31,no
U33,1247,0.55,no
U33,1246,0.19,no
U33,1289,0.12,no
U331,5520,0.36,no
U331,4303,0.79,yes
U331,4412,0.45,no
U331,5600,0.07,no
U331,4661,0.95,no
U331,4439,0.58,no
U331,4293,0.88,no
U331,1034,0.35,no
U331,5762,0.39,no
U331,102,0.89,yes
U331,731,0.46,no
U331,1409,0.76,yes
U331,6648,0.56,no
U331,526,0.45,no
U331,4260,0.92,no
U331,93,0.56,no
U331,4362,0.96,no
U331,4370,0.88,no
U331,71,0.95,no
U331,4526,0.15,no
U331,4233,0.54,no
U331,3952,0.2,no
U331,533,0.28,no
U331,4322,0.9,yes
U331,4779,0.55,no
U331,4167,0.34,no
U331,4207,0.84,yes
U331,4951,0.81,no
U331,5916,0.56,no
U331,102,0.91,yes
U331,1754,0.86,yes
U331,1800,0.7,no
U331,2328,0.54,no
U331,2554,0.84,yes
U331,1611,0.82,no
U331,1672,0.92,yes
U331,1250,0.75,no
U331,1286,0.16,no
U331,1554,0.4,no
U331,1252,0.89,no
U331,1251,0.74,no
U331,1236,0.16,no
U331,1259,0.4,no
U331,1285,0.34,no
U331,1483,0.49,no
U331,1279,0.72,yes
U331,1234,0.29,no
U331,1235,0.81,no
U331,1485,0.28,no
U331,1277,0.94,no
U331,1243,0.48,no
U331,1375,0.47,no
U331,1251,0.74,no
U331,1268,0.55,no
U331,1357,0.06,no
U331,1251,0.7,no
U331,1284,0.34,no
U331,1270,0.27,no
U331,1253,0.97,yes
U331,1268,0.24,no
U331,1326,0.31,no
U331,1271,0.69,no
U331,1231,0.52,no
U334,562,0.67,no
U334,254,0.12,no
U334,219,0.69,no
U334,1374,0.7,yes
U334,720,0.15,no
U334,4251,0.85,yes
U334,404,0.42,no
U334,3613,0.86,yes
U334,4288,0.67,no
U334,5046,0.71,no
U334,4519,0.24,no
U334,4222,0.68,no
U334,4294,0.54,no
U334,4692,0.4,no
U334,6068,0.82,no
U334,4654,0.54,no
U334,4661,0.97,yes
U334,4467,0.39,yes
U334,4779,0.28,no
U334,3703,0.53,no
U334,3580,0.46,no
U334,1631,0.49,no
U334,2013,0.7,no
U334,2770,0.75,yes
U334,1646,0.8,no
U334,1744,0.8,yes
U334,1632,0.79,yes
U334,1557,0.84,no
U334,1680,0.5,no
U334,1633,0.45,no
U334,869,0.14,no
U334,933,0.92,yes
U334,950,0.84,no
U334,3623,0.46,no
U334,942,0.78,yes
U334,3663,0.8,yes
U334,3841,0.49,no
U334,755,0.82,no
U334,3808,0.15,no
U334,3620,0.33,no
U334,1286,0.14,no
U334,1252,0.97,no
U334,1445,0.27,no
U334,1293,0.96,no
U334,1251,0.85,no
U334,1553,0.2,no
U334,1283,0.17,no
U334,1458,0.18,no
U334,1225,0.73,no
U334,1309,0.59,no
U334,1229,0.36,no
U334,1315,0.87,no
U334,1238,0.91,yes
U334,1314,0.36,no
U334,1224,0.83,no
U335,4239,0.35,no
U335,4199,0.53,no
U335,3730,0.31,no
U335,4682,0.94,no
U335,6332,0.52,no
U335,1071,0.58,no
U335,4212,0.38,no
U335,146,0.4,no
U335,1649,0.93,no
U335,1680,0.36,no
U335,1569,0.68,no
U335,2019,0.69,no
U335,1754,0.86,no
U335,1602,0.92,yes
U335,1746,0.86,no
U335,1560,0.79,no
U335,3517,0.55,no
U335,1626,0.37,no
U335,1739,0.83,yes
U335,2052,0.73,no
U335,2030,0.85,yes
U335,1661,0.25,no
U335,1741,0.93,no
U335,2058,0.23,no
U335,1749,0.52,no
U335,1129,0.28,no
U335,1781,0.71,no
U335,2163,0.55,no
U335,1738,0.86,no
U335,3318,0.93,no
U335,739,0.83,yes
U335,1626,0.42,no
U335,2025,0.11,no
U335,1625,0.5,no
U335,1862,0.23,no
U335,1578,0.9,yes
U335,4006,0.34,no
U335,4004,0.51,no
U335,3995,0.14,no
U335,3776,0.89,no
U335,3993,0.88,yes
U335,3998,0.31,no
U335,3980,0.18,no
U335,3989,0.78,no
U335,4016,0.17,no
U335,3981,0.93,yes
U335,3988,0.66,no
U335,4022,0.7,no
U335,3663,0.7,no
U335,3624,0.4,no
U335,1069,0.26,no
U335,3686,0.95,no
U335,3618,0.73,no
U335,3635,0.89,yes
U335,3798,0.66,no
U335,3716,0.36,no
U335,3770,0.12,no
U335,3897,0.33,no
U335,1038,0.49,no
U335,3673,0.86,no
U335,916,0.46,no
U335,3609,0.84,no
U335,3622,0.7,yes
U335,3616,0.89,yes
U335,3612,0.84,yes
U335,3871,0.57,no
U335,3681,0.58,no
U335,3746,0.08,no
U335,3623,0.31,no
U335,3610,0.11,no
U335,1188,0.34,no
U335,770,0.3,no
U335,1126,0.14,no
U335,771,0.54,no
U337,4849,0.87,yes
U337,4300,0.33,no
U337,4040,0.06,no
U337,4071,0.36,no
U338,4185,0.77,yes
U338,4707,0.86,yes
U338,4768,0.89,no
U338,4373,0.79,no
U338,4401,0.68,no
U338,4270,0.98,no
U338,5582,0.07,no
U338,5444,0.56,no
U338,4856,0.84,no
U338,5408,0.08,yes
U338,4543,0.74,no
U338,5571,0.68,no
U338,4212,0.36,no
U338,1485,0.37,no
U338,6759,0.48,no
U338,1193,0.37,no
U338,5391,0.25,no
U338,1364,0.68,no
U338,5452,0.32,no
U338,4412,0.19,no
U338,653,0.1,no
U338,292,0.76,no
U338,4156,0.55,no
U338,4503,0.75,no
U338,4172,0.97,no
U338,4612,0.6,no
U338,4869,0.74,no
U338,4540,0.17,no
U338,4775,0.88,yes
U338,120,0.41,no
U338,435,0.33,no
U338,620,0.42,yes
U338,4293,0.71,no
U338,3854,0.31,no
U338,520,0.76,no
U338,4352,0.43,no
U338,4313,0.57,yes
U338,170,0.7,no
U338,4356,0.41,no
U338,4619,0.67,yes
U338,4172,0.68,no
U338,4769,0.8,no
U338,5946,0.5,yes
U338,940,0.3,no
U338,4344,0.77,no
U338,4730,0.3,no
U338,4672,0.96,no
U338,3770,0.14,no
U338,3812,0.73,no
U338,4385,0.74,no
U338,4200,0.47,no
U338,6312,0.56,no
U338,4211,0.12,no
U338,665,0.56,no
U338,4282,0.75,no
U338,4366,0.41,no
U338,1374,0.84,no
U338,4768,0.7,no
U338,618,0.7,no
U338,275,0.96,no
U338,1664,0.48,no
U338,2146,0.47,no
U338,1730,0.68,yes
U338,1082,0.87,no
U338,1291,0.95,yes
U338,1910,0.27,no
U338,1641,0.36,no
U338,1613,0.53,no
U338,1924,0.2,no
U338,1605,0.87,no
U338,1584,0.48,no
U338,1564,0.51,no
U338,2706,0.82,no
U338,1709,0.74,no
U338,2032,0.41,yes
U338,2062,0.84,no
U338,2079,0.51,no
U338,1752,0.74,no
U338,3619,0.76,no
U338,3855,0.92,yes
U338,3611,0.67,no
U338,3624,0.43,no
U338,3701,0.9,yes
U338,153,0.7,no
U339,1284,0.22,no
U339,3961,0.41,no
U339,530,0.25,no
U339,4422,0.81,yes
U339,782,0.44,no
U339,6622,0.55,no
U339,495,0.39,no
U339,5624,0.89,no
U339,121,0.87,yes
U339,4158,0.73,no
U339,950,0.83,no
U339,3664,0.38,no
U339,3780,0.5,no
U339,3855,0.81,no
U339,3610,0.26,no
U339,3892,0.31,no
U339,737,0.14,no
U339,1247,0.47,yes
U339,1263,0.97,no
U339,1280,0.48,no
U339,1362,0.07,no
U342,4254,0.88,no
U342,3689,0.32,no
U342,4222,0.97,no
U342,292,0.94,no
U342,3982,0.97,no
U342,3995,0.29,no
U342,1239,0.91,no
U342,1248,0.89,yes
U343,689,0.24,no
U343,4178,0.78,yes
U343,3946,0.24,no
U343,4949,0.91,no
U343,4798,0.41,yes
U343,122,0.97,yes
U343,6865,0.58,no
U343,4945,0.68,no
U343,2149,0.66,yes
U343,1631,0.3,no
U343,3981,0.94,no
U343,4092,0.6,no
U343,950,0.92,no
U343,3816,0.97,no
U343,3611,0.9,no
U343,3772,0.48,no
U343,1227,0.68,no
U344,3962,0.82,yes
U344,3961,0.24,no
U344,652,0.11,no
U344,1671,0.96,no
U344,3703,0.47,no
U344,3636,0.96,no
U344,3790,0.11,no
U344,3626,0.94,yes
U344,777,0.48,no
U344,525,0.11,no
U344,46,0.35,no
U344,89,0.51,no
U344,1234,0.3,no
U344,1235,0.77,yes
U346,1540,0.5,no
U346,4162,0.92,no
U346,4171,0.86,yes
U346,4299,0.53,no
U346,4307,0.36,no
U346,4176,0.22,no
U346,4677,0.83,no
U346,4228,0.76,no
U346,4224,0.91,yes
U346,5608,0.9,yes
U346,3794,0.83,no
U346,5792,0.97,no
U346,4181,0.91,yes
U346,6449,0.18,no
U346,5990,0.68,no
U346,2401,0.44,no
U346,3992,0.38,no
U346,1023,0.46,no
U346,1038,0.14,no
U346,3702,0.76,yes
U346,933,0.9,no
U346,3620,0.15,no
U346,3616,0.9,no
U346,504,0.85,yes
U346,3635,0.92,yes
U346,3620,0.41,no
U346,3618,0.83,yes
U346,3703,0.47,no
U346,3840,0.51,no
U346,3810,0.86,no
U346,942,0.84,yes
U346,50,0.66,yes
U346,3634,0.93,no
U346,3876,0.39,no
U346,755,0.9,yes
U346,3618,0.95,no
U346,3695,0.84,no
U346,869,0.53,yes
U346,3802,0.48,no
U346,761,0.92,no
U346,1073,0.8,no
U347,4861,0.68,yes
U347,2994,0.97,no
U347,1312,0.57,no
U35,4239,0.58,yes
U35,4250,0.94,no
U35,50,0.49,no
U35,500,0.94,yes
U35,4685,0.73,no
U35,4648,0.88,no
U35,4483,0.26,no
U35,4583,0.82,yes
U35,624,0.43,no
U35,1651,0.82,yes
U35,1706,0.92,no
U35,1149,0.73,no
U35,3659,0.96,yes
U35,3639,0.95,yes
U35,3651,0.52,no
U35,3903,0.29,no
U35,3701,0.92,yes
U35,3701,0.7,no
U35,869,0.2,no
U35,869,0.13,no
U35,942,0.97,no
U35,46,0.15,no
U35,7,0.96,yes
U35,49,0.82,yes
U35,1265,0.66,no
U35,1349,0.29,no
U35,1234,0.55,no
U35,1239,0.78,no
U35,1230,0.92,no
U35,1475,0.89,no
U35,1231,0.53,no
U35,1230,0.81,no
U35,1263,0.71,no
U35,1245,0.59,no
U35,1223,0.53,no
U35,1526,0.5,no
U350,4162,0.76,no
U350,4290,0.81,no
U350,6425,0.3,no
U350,4360,0.3,no
U350,4754,0.26,no
U350,4610,0.72,yes
U350,6159,0.81,no
U350,4398,0.15,no
U350,4422,0.93,no
U350,4371,0.94,no
U350,4250,0.73,no
U350,461,0.96,yes
U350,4728,0.13,no
U350,1613,0.29,no
U350,3981,0.98,no
U350,3631,0.14,no
U350,3809,0.4,no
U350,3658,0.89,yes
U350,62,0.66,no
U350,61,0.2,no
U350,1225,0.66,no
U351,4236,0.79,no
U351,4419,0.69,no
U351,4388,0.77,yes
U351,52,0.57,no
U351,4704,0.77,no
U351,4166,0.98,yes
U351,4293,0.74,yes
U351,4364,0.13,yes
U351,5627,0.79,yes
U351,4281,0.23,no
U351,4494,0.26,no
U351,5527,0.7,no
U351,1868,0.14,no
U351,1709,0.77,yes
U351,3160,0.13,no
U351,1629,0.86,no
U351,3613,0.73,no
U351,3616,0.7,no
U351,3680,0.14,no
U351,595,0.15,no
U351,3732,0.36,no
U351,3615,0.65,no
U351,933,0.65,no
U351,942,0.9,yes
U351,3913,0.24,no
U351,3691,0.47,no
U351,3659,0.87,yes
U351,3623,0.17,no
U351,68,0.49,no
U351,125,0.3,no
U351,1228,0.79,yes
U351,1389,0.69,no
U355,6791,0.7,no
U355,5701,0.34,no
U355,3909,0.31,no
U355,4274,0.96,no
U355,168,0.65,no
U355,3622,0.65,no
U355,3759,0.1,no
U355,3622,0.76,no
U355,3639,0.81,no
U355,3871,0.16,no
U355,3643,0.38,no
U355,3700,0.92,yes
U355,869,0.22,no
U355,3612,0.65,no
U355,3630,0.44,no
U355,3658,0.68,no
U355,3638,0.9,yes
U355,3626,0.85,yes
U355,780,0.92,yes
U355,749,0.31,no
U355,785,0.22,no
U355,813,0.26,no
U355,1224,0.8,no
U355,1222,0.7,no
U355,1233,0.56,no
U355,1233,0.18,no
U355,1232,0.81,no
U355,1225,0.96,yes
U355,1233,0.47,no
U355,1314,0.13,no
U355,1250,0.89,yes
U355,1239,0.66,no
U355,1232,0.86,no
U355,1317,0.38,yes
U356,4330,0.69,no
U356,4357,0.4,yes
U356,4306,0.91,no
U356,4499,0.21,no
U356,3560,0.85,yes
U356,2146,0.44,no
U356,1876,0.94,no
U356,1711,0.37,no
U356,1982,0.81,no
U356,2975,0.45,no
U356,3260,0.3,no
U356,2959,0.23,no
U356,1679,0.89,yes
U356,1616,0.74,no
U356,4093,0.66,no
U356,3986,0.81,no
U356,3624,0.23,no
U356,3904,0.5,no
U356,3623,0.29,no
U356,3699,0.43,no
U356,3620,0.34,no
U356,3620,0.36,yes
U356,3661,0.77,yes
U356,3622,0.85,no
U356,1297,0.33,no
U356,1230,0.8,no
U357,101,0.86,no
U357,4401,0.7,no
U357,4351,0.67,no
U357,4782,0.82,no
U357,4407,0.88,yes
U357,4467,0.13,no
U357,6619,0.16,no
U357,652,0.11,no
U357,6359,0.88,no
U357,4307,0.12,no
U357,387,0.23,no
